DATE,NASDAQCOM
2014-09-17 00:00:00,4562.19
2014-09-18 00:00:00,4593.43
2014-09-19 00:00:00,4579.79
2014-09-22 00:00:00,4527.69
2014-09-23 00:00:00,4508.69
2014-09-24 00:00:00,4555.22
2014-09-25 00:00:00,4466.75
2014-09-26 00:00:00,4512.19
2014-09-29 00:00:00,4505.85
2014-09-30 00:00:00,4493.39
2014-10-01 00:00:00,4422.09
2014-10-02 00:00:00,4430.2
2014-10-03 00:00:00,4475.62
2014-10-06 00:00:00,4454.8
2014-10-07 00:00:00,4385.2
2014-10-08 00:00:00,4468.59
2014-10-09 00:00:00,4378.34
2014-10-10 00:00:00,4276.24
2014-10-13 00:00:00,4213.66
2014-10-14 00:00:00,4227.17
2014-10-15 00:00:00,4215.32
2014-10-16 00:00:00,4217.39
2014-10-17 00:00:00,4258.44
2014-10-20 00:00:00,4316.07
2014-10-21 00:00:00,4419.48
2014-10-22 00:00:00,4382.85
2014-10-23 00:00:00,4452.79
2014-10-24 00:00:00,4483.72
2014-10-27 00:00:00,4485.93
2014-10-28 00:00:00,4564.29
2014-10-29 00:00:00,4549.23
2014-10-30 00:00:00,4566.14
2014-10-31 00:00:00,4630.74
2014-11-03 00:00:00,4638.91
2014-11-04 00:00:00,4623.64
2014-11-05 00:00:00,4620.72
2014-11-06 00:00:00,4638.47
2014-11-07 00:00:00,4632.53
2014-11-10 00:00:00,4651.62
2014-11-11 00:00:00,4660.56
2014-11-12 00:00:00,4675.13
2014-11-13 00:00:00,4680.14
2014-11-14 00:00:00,4688.54
2014-11-17 00:00:00,4671
2014-11-18 00:00:00,4702.44
2014-11-19 00:00:00,4675.71
2014-11-20 00:00:00,4701.87
2014-11-21 00:00:00,4712.97
2014-11-24 00:00:00,4754.89
2014-11-25 00:00:00,4758.25
2014-11-26 00:00:00,4787.32
2014-11-27 00:00:00,.
2014-11-28 00:00:00,4791.63
2014-12-01 00:00:00,4727.35
2014-12-02 00:00:00,4755.81
2014-12-03 00:00:00,4774.47
2014-12-04 00:00:00,4769.44
2014-12-05 00:00:00,4780.76
2014-12-08 00:00:00,4740.69
2014-12-09 00:00:00,4766.47
2014-12-10 00:00:00,4684.03
2014-12-11 00:00:00,4708.16
2014-12-12 00:00:00,4653.6
2014-12-15 00:00:00,4605.16
2014-12-16 00:00:00,4547.83
2014-12-17 00:00:00,4644.31
2014-12-18 00:00:00,4748.4
2014-12-19 00:00:00,4765.38
2014-12-22 00:00:00,4781.42
2014-12-23 00:00:00,4765.42
2014-12-24 00:00:00,4773.47
2014-12-25 00:00:00,.
2014-12-26 00:00:00,4806.86
2014-12-29 00:00:00,4806.91
2014-12-30 00:00:00,4777.44
2014-12-31 00:00:00,4736.05
2015-01-01 00:00:00,.
2015-01-02 00:00:00,4726.81
2015-01-05 00:00:00,4652.57
2015-01-06 00:00:00,4592.74
2015-01-07 00:00:00,4650.47
2015-01-08 00:00:00,4736.19
2015-01-09 00:00:00,4704.07
2015-01-12 00:00:00,4664.71
2015-01-13 00:00:00,4661.5
2015-01-14 00:00:00,4639.32
2015-01-15 00:00:00,4570.82
2015-01-16 00:00:00,4634.38
2015-01-19 00:00:00,.
2015-01-20 00:00:00,4654.85
2015-01-21 00:00:00,4667.42
2015-01-22 00:00:00,4750.4
2015-01-23 00:00:00,4757.88
2015-01-26 00:00:00,4771.76
2015-01-27 00:00:00,4681.5
2015-01-28 00:00:00,4637.99
2015-01-29 00:00:00,4683.41
2015-01-30 00:00:00,4635.24
2015-02-02 00:00:00,4676.69
2015-02-03 00:00:00,4727.74
2015-02-04 00:00:00,4716.7
2015-02-05 00:00:00,4765.1
2015-02-06 00:00:00,4744.4
2015-02-09 00:00:00,4726.01
2015-02-10 00:00:00,4787.64
2015-02-11 00:00:00,4801.18
2015-02-12 00:00:00,4857.61
2015-02-13 00:00:00,4893.84
2015-02-16 00:00:00,.
2015-02-17 00:00:00,4899.27
2015-02-18 00:00:00,4906.36
2015-02-19 00:00:00,4924.7
2015-02-20 00:00:00,4955.97
2015-02-23 00:00:00,4960.97
2015-02-24 00:00:00,4968.12
2015-02-25 00:00:00,4967.14
2015-02-26 00:00:00,4987.89
2015-02-27 00:00:00,4963.53
2015-03-02 00:00:00,5008.1
2015-03-03 00:00:00,4979.9
2015-03-04 00:00:00,4967.14
2015-03-05 00:00:00,4982.81
2015-03-06 00:00:00,4927.37
2015-03-09 00:00:00,4942.44
2015-03-10 00:00:00,4859.79
2015-03-11 00:00:00,4849.94
2015-03-12 00:00:00,4893.29
2015-03-13 00:00:00,4871.76
2015-03-16 00:00:00,4929.51
2015-03-17 00:00:00,4937.43
2015-03-18 00:00:00,4982.83
2015-03-19 00:00:00,4992.38
2015-03-20 00:00:00,5026.42
2015-03-23 00:00:00,5010.97
2015-03-24 00:00:00,4994.73
2015-03-25 00:00:00,4876.52
2015-03-26 00:00:00,4863.36
2015-03-27 00:00:00,4891.22
2015-03-30 00:00:00,4947.44
2015-03-31 00:00:00,4900.89
2015-04-01 00:00:00,4880.23
2015-04-02 00:00:00,4886.94
2015-04-03 00:00:00,.
2015-04-06 00:00:00,4917.32
2015-04-07 00:00:00,4910.23
2015-04-08 00:00:00,4950.82
2015-04-09 00:00:00,4974.56
2015-04-10 00:00:00,4995.98
2015-04-13 00:00:00,4988.25
2015-04-14 00:00:00,4977.29
2015-04-15 00:00:00,5011.02
2015-04-16 00:00:00,5007.79
2015-04-17 00:00:00,4931.81
2015-04-20 00:00:00,4994.6
2015-04-21 00:00:00,5014.1
2015-04-22 00:00:00,5035.17
2015-04-23 00:00:00,5056.06
2015-04-24 00:00:00,5092.08
2015-04-27 00:00:00,5060.25
2015-04-28 00:00:00,5055.42
2015-04-29 00:00:00,5023.64
2015-04-30 00:00:00,4941.42
2015-05-01 00:00:00,5005.39
2015-05-04 00:00:00,5016.93
2015-05-05 00:00:00,4939.33
2015-05-06 00:00:00,4919.64
2015-05-07 00:00:00,4945.54
2015-05-08 00:00:00,5003.55
2015-05-11 00:00:00,4993.57
2015-05-12 00:00:00,4976.19
2015-05-13 00:00:00,4981.69
2015-05-14 00:00:00,5050.8
2015-05-15 00:00:00,5048.29
2015-05-18 00:00:00,5078.44
2015-05-19 00:00:00,5070.03
2015-05-20 00:00:00,5071.74
2015-05-21 00:00:00,5090.79
2015-05-22 00:00:00,5089.36
2015-05-25 00:00:00,.
2015-05-26 00:00:00,5032.75
2015-05-27 00:00:00,5106.59
2015-05-28 00:00:00,5097.98
2015-05-29 00:00:00,5070.03
2015-06-01 00:00:00,5082.93
2015-06-02 00:00:00,5076.52
2015-06-03 00:00:00,5099.23
2015-06-04 00:00:00,5059.12
2015-06-05 00:00:00,5068.46
2015-06-08 00:00:00,5021.63
2015-06-09 00:00:00,5013.87
2015-06-10 00:00:00,5076.69
2015-06-11 00:00:00,5082.51
2015-06-12 00:00:00,5051.1
2015-06-15 00:00:00,5029.97
2015-06-16 00:00:00,5055.55
2015-06-17 00:00:00,5064.88
2015-06-18 00:00:00,5132.95
2015-06-19 00:00:00,5117
2015-06-22 00:00:00,5153.97
2015-06-23 00:00:00,5160.09
2015-06-24 00:00:00,5122.41
2015-06-25 00:00:00,5112.19
2015-06-26 00:00:00,5080.51
2015-06-29 00:00:00,4958.47
2015-06-30 00:00:00,4986.87
2015-07-01 00:00:00,5013.12
2015-07-02 00:00:00,5009.21
2015-07-03 00:00:00,.
2015-07-06 00:00:00,4991.94
2015-07-07 00:00:00,4997.46
2015-07-08 00:00:00,4909.76
2015-07-09 00:00:00,4922.4
2015-07-10 00:00:00,4997.7
2015-07-13 00:00:00,5071.51
2015-07-14 00:00:00,5104.89
2015-07-15 00:00:00,5098.94
2015-07-16 00:00:00,5163.18
2015-07-17 00:00:00,5210.14
2015-07-20 00:00:00,5218.86
2015-07-21 00:00:00,5208.12
2015-07-22 00:00:00,5171.77
2015-07-23 00:00:00,5146.41
2015-07-24 00:00:00,5088.63
2015-07-27 00:00:00,5039.78
2015-07-28 00:00:00,5089.21
2015-07-29 00:00:00,5111.73
2015-07-30 00:00:00,5128.78
2015-07-31 00:00:00,5128.28
2015-08-03 00:00:00,5115.38
2015-08-04 00:00:00,5105.55
2015-08-05 00:00:00,5139.94
2015-08-06 00:00:00,5056.44
2015-08-07 00:00:00,5043.54
2015-08-10 00:00:00,5101.8
2015-08-11 00:00:00,5036.79
2015-08-12 00:00:00,5044.39
2015-08-13 00:00:00,5033.56
2015-08-14 00:00:00,5048.24
2015-08-17 00:00:00,5091.7
2015-08-18 00:00:00,5059.35
2015-08-19 00:00:00,5019.05
2015-08-20 00:00:00,4877.49
2015-08-21 00:00:00,4706.04
2015-08-24 00:00:00,4526.25
2015-08-25 00:00:00,4506.49
2015-08-26 00:00:00,4697.54
2015-08-27 00:00:00,4812.71
2015-08-28 00:00:00,4828.32
2015-08-31 00:00:00,4776.51
2015-09-01 00:00:00,4636.11
2015-09-02 00:00:00,4749.98
2015-09-03 00:00:00,4733.5
2015-09-04 00:00:00,4683.92
2015-09-07 00:00:00,.
2015-09-08 00:00:00,4811.93
2015-09-09 00:00:00,4756.53
2015-09-10 00:00:00,4796.25
2015-09-11 00:00:00,4822.34
2015-09-14 00:00:00,4805.76
2015-09-15 00:00:00,4860.52
2015-09-16 00:00:00,4889.24
2015-09-17 00:00:00,4893.95
2015-09-18 00:00:00,4827.23
2015-09-21 00:00:00,4828.95
2015-09-22 00:00:00,4756.72
2015-09-23 00:00:00,4752.74
2015-09-24 00:00:00,4734.48
2015-09-25 00:00:00,4686.5
2015-09-28 00:00:00,4543.97
2015-09-29 00:00:00,4517.32
2015-09-30 00:00:00,4620.16
2015-10-01 00:00:00,4627.08
2015-10-02 00:00:00,4707.78
2015-10-05 00:00:00,4781.26
2015-10-06 00:00:00,4748.36
2015-10-07 00:00:00,4791.15
2015-10-08 00:00:00,4810.79
2015-10-09 00:00:00,4830.47
2015-10-12 00:00:00,4838.64
2015-10-13 00:00:00,4796.61
2015-10-14 00:00:00,4782.85
2015-10-15 00:00:00,4870.1
2015-10-16 00:00:00,4886.69
2015-10-19 00:00:00,4905.47
2015-10-20 00:00:00,4880.97
2015-10-21 00:00:00,4840.12
2015-10-22 00:00:00,4920.05
2015-10-23 00:00:00,5031.86
2015-10-26 00:00:00,5034.7
2015-10-27 00:00:00,5030.15
2015-10-28 00:00:00,5095.69
2015-10-29 00:00:00,5074.27
2015-10-30 00:00:00,5053.75
2015-11-02 00:00:00,5127.15
2015-11-03 00:00:00,5145.13
2015-11-04 00:00:00,5142.48
2015-11-05 00:00:00,5127.74
2015-11-06 00:00:00,5147.12
2015-11-09 00:00:00,5095.3
2015-11-10 00:00:00,5083.24
2015-11-11 00:00:00,5067.02
2015-11-12 00:00:00,5005.08
2015-11-13 00:00:00,4927.88
2015-11-16 00:00:00,4984.62
2015-11-17 00:00:00,4986.01
2015-11-18 00:00:00,5075.2
2015-11-19 00:00:00,5073.64
2015-11-20 00:00:00,5104.92
2015-11-23 00:00:00,5102.48
2015-11-24 00:00:00,5102.81
2015-11-25 00:00:00,5116.14
2015-11-26 00:00:00,.
2015-11-27 00:00:00,5127.52
2015-11-30 00:00:00,5108.67
2015-12-01 00:00:00,5156.31
2015-12-02 00:00:00,5123.22
2015-12-03 00:00:00,5037.53
2015-12-04 00:00:00,5142.27
2015-12-07 00:00:00,5101.81
2015-12-08 00:00:00,5098.24
2015-12-09 00:00:00,5022.87
2015-12-10 00:00:00,5045.17
2015-12-11 00:00:00,4933.47
2015-12-14 00:00:00,4952.23
2015-12-15 00:00:00,4995.36
2015-12-16 00:00:00,5071.13
2015-12-17 00:00:00,5002.55
2015-12-18 00:00:00,4923.08
2015-12-21 00:00:00,4968.92
2015-12-22 00:00:00,5001.11
2015-12-23 00:00:00,5045.93
2015-12-24 00:00:00,5048.49
2015-12-25 00:00:00,.
2015-12-28 00:00:00,5040.99
2015-12-29 00:00:00,5107.94
2015-12-30 00:00:00,5065.85
2015-12-31 00:00:00,5007.41
2016-01-01 00:00:00,.
2016-01-04 00:00:00,4903.09
2016-01-05 00:00:00,4891.43
2016-01-06 00:00:00,4835.76
2016-01-07 00:00:00,4689.43
2016-01-08 00:00:00,4643.63
2016-01-11 00:00:00,4637.99
2016-01-12 00:00:00,4685.92
2016-01-13 00:00:00,4526.06
2016-01-14 00:00:00,4615
2016-01-15 00:00:00,4488.42
2016-01-18 00:00:00,.
2016-01-19 00:00:00,4476.95
2016-01-20 00:00:00,4471.69
2016-01-21 00:00:00,4472.06
2016-01-22 00:00:00,4591.18
2016-01-25 00:00:00,4518.49
2016-01-26 00:00:00,4567.67
2016-01-27 00:00:00,4468.17
2016-01-28 00:00:00,4506.68
2016-01-29 00:00:00,4613.95
2016-02-01 00:00:00,4620.37
2016-02-02 00:00:00,4516.95
2016-02-03 00:00:00,4504.24
2016-02-04 00:00:00,4509.56
2016-02-05 00:00:00,4363.14
2016-02-08 00:00:00,4283.75
2016-02-09 00:00:00,4268.76
2016-02-10 00:00:00,4283.59
2016-02-11 00:00:00,4266.84
2016-02-12 00:00:00,4337.51
2016-02-15 00:00:00,.
2016-02-16 00:00:00,4435.96
2016-02-17 00:00:00,4534.06
2016-02-18 00:00:00,4487.54
2016-02-19 00:00:00,4504.43
2016-02-22 00:00:00,4570.61
2016-02-23 00:00:00,4503.58
2016-02-24 00:00:00,4542.61
2016-02-25 00:00:00,4582.2
2016-02-26 00:00:00,4590.47
2016-02-29 00:00:00,4557.95
2016-03-01 00:00:00,4689.6
2016-03-02 00:00:00,4703.42
2016-03-03 00:00:00,4707.42
2016-03-04 00:00:00,4717.02
2016-03-07 00:00:00,4708.25
2016-03-08 00:00:00,4648.82
2016-03-09 00:00:00,4674.38
2016-03-10 00:00:00,4662.16
2016-03-11 00:00:00,4748.47
2016-03-14 00:00:00,4750.28
2016-03-15 00:00:00,4728.67
2016-03-16 00:00:00,4763.97
2016-03-17 00:00:00,4774.99
2016-03-18 00:00:00,4795.65
2016-03-21 00:00:00,4808.87
2016-03-22 00:00:00,4821.66
2016-03-23 00:00:00,4768.86
2016-03-24 00:00:00,4773.51
2016-03-25 00:00:00,.
2016-03-28 00:00:00,4766.79
2016-03-29 00:00:00,4846.62
2016-03-30 00:00:00,4869.29
2016-03-31 00:00:00,4869.85
2016-04-01 00:00:00,4914.54
2016-04-04 00:00:00,4891.8
2016-04-05 00:00:00,4843.93
2016-04-06 00:00:00,4920.72
2016-04-07 00:00:00,4848.37
2016-04-08 00:00:00,4850.69
2016-04-11 00:00:00,4833.4
2016-04-12 00:00:00,4872.09
2016-04-13 00:00:00,4947.42
2016-04-14 00:00:00,4945.89
2016-04-15 00:00:00,4938.22
2016-04-18 00:00:00,4960.02
2016-04-19 00:00:00,4940.33
2016-04-20 00:00:00,4948.13
2016-04-21 00:00:00,4945.89
2016-04-22 00:00:00,4906.23
2016-04-25 00:00:00,4895.79
2016-04-26 00:00:00,4888.28
2016-04-27 00:00:00,4863.14
2016-04-28 00:00:00,4805.29
2016-04-29 00:00:00,4775.36
2016-05-02 00:00:00,4817.59
2016-05-03 00:00:00,4763.22
2016-05-04 00:00:00,4725.64
2016-05-05 00:00:00,4717.09
2016-05-06 00:00:00,4736.16
2016-05-09 00:00:00,4750.21
2016-05-10 00:00:00,4809.88
2016-05-11 00:00:00,4760.69
2016-05-12 00:00:00,4737.33
2016-05-13 00:00:00,4717.68
2016-05-16 00:00:00,4775.46
2016-05-17 00:00:00,4715.73
2016-05-18 00:00:00,4739.12
2016-05-19 00:00:00,4712.53
2016-05-20 00:00:00,4769.56
2016-05-23 00:00:00,4765.78
2016-05-24 00:00:00,4861.06
2016-05-25 00:00:00,4894.89
2016-05-26 00:00:00,4901.77
2016-05-27 00:00:00,4933.5
2016-05-30 00:00:00,.
2016-05-31 00:00:00,4948.05
2016-06-01 00:00:00,4952.25
2016-06-02 00:00:00,4971.36
2016-06-03 00:00:00,4942.52
2016-06-06 00:00:00,4968.71
2016-06-07 00:00:00,4961.75
2016-06-08 00:00:00,4974.64
2016-06-09 00:00:00,4958.62
2016-06-10 00:00:00,4894.55
2016-06-13 00:00:00,4848.44
2016-06-14 00:00:00,4843.55
2016-06-15 00:00:00,4834.93
2016-06-16 00:00:00,4844.91
2016-06-17 00:00:00,4800.34
2016-06-20 00:00:00,4837.21
2016-06-21 00:00:00,4843.76
2016-06-22 00:00:00,4833.32
2016-06-23 00:00:00,4910.04
2016-06-24 00:00:00,4707.98
2016-06-27 00:00:00,4594.44
2016-06-28 00:00:00,4691.87
2016-06-29 00:00:00,4779.25
2016-06-30 00:00:00,4842.67
2016-07-01 00:00:00,4862.57
2016-07-04 00:00:00,.
2016-07-05 00:00:00,4822.9
2016-07-06 00:00:00,4859.16
2016-07-07 00:00:00,4876.81
2016-07-08 00:00:00,4956.76
2016-07-11 00:00:00,4988.64
2016-07-12 00:00:00,5022.82
2016-07-13 00:00:00,5005.73
2016-07-14 00:00:00,5034.06
2016-07-15 00:00:00,5029.59
2016-07-18 00:00:00,5055.78
2016-07-19 00:00:00,5036.37
2016-07-20 00:00:00,5089.93
2016-07-21 00:00:00,5073.9
2016-07-22 00:00:00,5100.16
2016-07-25 00:00:00,5097.63
2016-07-26 00:00:00,5110.05
2016-07-27 00:00:00,5139.81
2016-07-28 00:00:00,5154.98
2016-07-29 00:00:00,5162.13
2016-08-01 00:00:00,5184.2
2016-08-02 00:00:00,5137.73
2016-08-03 00:00:00,5159.74
2016-08-04 00:00:00,5166.25
2016-08-05 00:00:00,5221.12
2016-08-08 00:00:00,5213.14
2016-08-09 00:00:00,5225.48
2016-08-10 00:00:00,5204.58
2016-08-11 00:00:00,5228.4
2016-08-12 00:00:00,5232.89
2016-08-15 00:00:00,5262.02
2016-08-16 00:00:00,5227.11
2016-08-17 00:00:00,5228.66
2016-08-18 00:00:00,5240.15
2016-08-19 00:00:00,5238.38
2016-08-22 00:00:00,5244.6
2016-08-23 00:00:00,5260.08
2016-08-24 00:00:00,5217.69
2016-08-25 00:00:00,5212.2
2016-08-26 00:00:00,5218.92
2016-08-29 00:00:00,5232.33
2016-08-30 00:00:00,5222.99
2016-08-31 00:00:00,5213.22
2016-09-01 00:00:00,5227.21
2016-09-02 00:00:00,5249.9
2016-09-05 00:00:00,.
2016-09-06 00:00:00,5275.91
2016-09-07 00:00:00,5283.93
2016-09-08 00:00:00,5259.48
2016-09-09 00:00:00,5125.91
2016-09-12 00:00:00,5211.89
2016-09-13 00:00:00,5155.25
2016-09-14 00:00:00,5173.77
2016-09-15 00:00:00,5249.69
2016-09-16 00:00:00,5244.57
2016-09-19 00:00:00,5235.03
2016-09-20 00:00:00,5241.35
2016-09-21 00:00:00,5295.18
2016-09-22 00:00:00,5339.52
2016-09-23 00:00:00,5305.75
2016-09-26 00:00:00,5257.49
2016-09-27 00:00:00,5305.71
2016-09-28 00:00:00,5318.55
2016-09-29 00:00:00,5269.15
2016-09-30 00:00:00,5312
2016-10-03 00:00:00,5300.87
2016-10-04 00:00:00,5289.66
2016-10-05 00:00:00,5316.02
2016-10-06 00:00:00,5306.85
2016-10-07 00:00:00,5292.4
2016-10-10 00:00:00,5328.67
2016-10-11 00:00:00,5246.79
2016-10-12 00:00:00,5239.02
2016-10-13 00:00:00,5213.33
2016-10-14 00:00:00,5214.16
2016-10-17 00:00:00,5199.82
2016-10-18 00:00:00,5243.84
2016-10-19 00:00:00,5246.41
2016-10-20 00:00:00,5241.83
2016-10-21 00:00:00,5257.4
2016-10-24 00:00:00,5309.83
2016-10-25 00:00:00,5283.4
2016-10-26 00:00:00,5250.27
2016-10-27 00:00:00,5215.97
2016-10-28 00:00:00,5190.1
2016-10-31 00:00:00,5189.13
2016-11-01 00:00:00,5153.58
2016-11-02 00:00:00,5105.57
2016-11-03 00:00:00,5058.41
2016-11-04 00:00:00,5046.37
2016-11-07 00:00:00,5166.17
2016-11-08 00:00:00,5193.49
2016-11-09 00:00:00,5251.07
2016-11-10 00:00:00,5208.8
2016-11-11 00:00:00,5237.11
2016-11-14 00:00:00,5218.4
2016-11-15 00:00:00,5275.62
2016-11-16 00:00:00,5294.58
2016-11-17 00:00:00,5333.97
2016-11-18 00:00:00,5321.51
2016-11-21 00:00:00,5368.86
2016-11-22 00:00:00,5386.35
2016-11-23 00:00:00,5380.68
2016-11-24 00:00:00,.
2016-11-25 00:00:00,5398.92
2016-11-28 00:00:00,5368.81
2016-11-29 00:00:00,5379.92
2016-11-30 00:00:00,5323.68
2016-12-01 00:00:00,5251.11
2016-12-02 00:00:00,5255.65
2016-12-05 00:00:00,5308.89
2016-12-06 00:00:00,5333
2016-12-07 00:00:00,5393.76
2016-12-08 00:00:00,5417.36
2016-12-09 00:00:00,5444.5
2016-12-12 00:00:00,5412.54
2016-12-13 00:00:00,5463.83
2016-12-14 00:00:00,5436.67
2016-12-15 00:00:00,5456.85
2016-12-16 00:00:00,5437.16
2016-12-19 00:00:00,5457.44
2016-12-20 00:00:00,5483.94
2016-12-21 00:00:00,5471.43
2016-12-22 00:00:00,5447.42
2016-12-23 00:00:00,5462.69
2016-12-26 00:00:00,.
2016-12-27 00:00:00,5487.44
2016-12-28 00:00:00,5438.56
2016-12-29 00:00:00,5432.09
2016-12-30 00:00:00,5383.12
2017-01-02 00:00:00,.
2017-01-03 00:00:00,5429.08
2017-01-04 00:00:00,5477
2017-01-05 00:00:00,5487.94
2017-01-06 00:00:00,5521.06
2017-01-09 00:00:00,5531.82
2017-01-10 00:00:00,5551.82
2017-01-11 00:00:00,5563.65
2017-01-12 00:00:00,5547.49
2017-01-13 00:00:00,5574.12
2017-01-16 00:00:00,.
2017-01-17 00:00:00,5538.73
2017-01-18 00:00:00,5555.65
2017-01-19 00:00:00,5540.08
2017-01-20 00:00:00,5555.33
2017-01-23 00:00:00,5552.94
2017-01-24 00:00:00,5600.96
2017-01-25 00:00:00,5656.34
2017-01-26 00:00:00,5655.18
2017-01-27 00:00:00,5660.78
2017-01-30 00:00:00,5613.71
2017-01-31 00:00:00,5614.79
2017-02-01 00:00:00,5642.65
2017-02-02 00:00:00,5636.2
2017-02-03 00:00:00,5666.77
2017-02-06 00:00:00,5663.55
2017-02-07 00:00:00,5674.22
2017-02-08 00:00:00,5682.45
2017-02-09 00:00:00,5715.18
2017-02-10 00:00:00,5734.13
2017-02-13 00:00:00,5763.96
2017-02-14 00:00:00,5782.57
2017-02-15 00:00:00,5819.44
2017-02-16 00:00:00,5814.9
2017-02-17 00:00:00,5838.58
2017-02-20 00:00:00,.
2017-02-21 00:00:00,5865.95
2017-02-22 00:00:00,5860.63
2017-02-23 00:00:00,5835.51
2017-02-24 00:00:00,5845.31
2017-02-27 00:00:00,5861.9
2017-02-28 00:00:00,5825.44
2017-03-01 00:00:00,5904.03
2017-03-02 00:00:00,5861.22
2017-03-03 00:00:00,5870.75
2017-03-06 00:00:00,5849.17
2017-03-07 00:00:00,5833.93
2017-03-08 00:00:00,5837.55
2017-03-09 00:00:00,5838.81
2017-03-10 00:00:00,5861.73
2017-03-13 00:00:00,5875.78
2017-03-14 00:00:00,5856.82
2017-03-15 00:00:00,5900.05
2017-03-16 00:00:00,5900.76
2017-03-17 00:00:00,5901
2017-03-20 00:00:00,5901.53
2017-03-21 00:00:00,5793.83
2017-03-22 00:00:00,5821.64
2017-03-23 00:00:00,5817.69
2017-03-24 00:00:00,5828.74
2017-03-27 00:00:00,5840.37
